,dataset,sequence,delentropy,blur,brightness distance,t1,t2,t3,r1,r2,r3
16,aqualoc,1,0.0050981336158150625,,,0.05431094187492033,0.008954180591027901,0.007236229819654081,0.016354810077665205,-0.008810835041201164,-0.0019223887949400176
17,aqualoc,1,0.0033478205749482327,,,0.03463067037309698,0.011858663351039887,-0.011515217084355702,-0.009176065840694322,-0.014388557055308185,-0.002076471188100796
18,aqualoc,1,0.006134766794710686,,,0.020902705229721402,0.02096795701313288,0.004789733171551639,-0.013028454625575264,0.003967040703168917,-0.001119418867842099
19,aqualoc,1,0.004144461084461571,,,-0.019792439974078573,0.00671152869728975,0.03283159002140785,-0.027608914994041736,0.027884262609616347,-0.0003284539682823729
20,aqualoc,1,0.003775121908850061,,,0.14985494284975387,0.0032094999151149506,-0.01811110745885234,0.22532003339634743,0.021486421536881444,-0.004713377815763852
21,aqualoc,2,0.004430785925373387,,,-0.10443232396357872,-0.0053124861974674815,-0.02445692163730523,0.003840815704554472,-0.0034808694999396215,-0.0005660155854066498
22,aqualoc,2,0.029371001274956624,,,-0.0785171657575546,-0.017199075552969078,-0.012515670305947543,0.021860564535532662,0.007897715699080285,-0.0011940862466227177
23,aqualoc,1,0.00486147643329899,,,0.06907147423763016,0.010992590698454199,0.009550446705520384,0.030127118342146344,0.011287084655177176,0.015071547190321031
24,aqualoc,2,0.025368050133114575,,,-0.09998193186982257,-0.015855929280532297,-0.017010946070097014,0.015831693886468517,-0.007076758172239168,0.0038697220108279626
25,aqualoc,3,0.00741725930454004,,,0.0005202714433827984,0.012807794911685957,-0.0019829897594668576,-0.02229368821116681,-0.004339334767024007,0.00648290933216004
26,aqualoc,1,0.003883433633231531,,,0.03557579960843737,0.020894151645240968,-0.008635993454984125,-0.006242817006905171,0.015197107254700604,-0.006383970422935846
27,aqualoc,2,0.0045438597100569125,,,-0.16484528403366375,-0.10156747487341149,-0.0018537041720533998,0.020956789279594438,-0.02617900131288002,0.00011651002475013031
28,aqualoc,1,0.007297201859439378,,,0.03832864643156287,0.006125371724400763,0.0021167612203935055,-0.008920400670513966,0.006906040165646512,0.010402724083642982
29,aqualoc,2,0.003873158532951184,,,-0.11508255532892936,0.19908423473856698,-0.033881986648925055,-0.1831368471961123,-0.009035799108966978,-0.009733152828527821
30,aqualoc,1,0.004661284060896327,,,0.005327703789601093,0.02123118019887364,0.008360168813008429,-0.07239967317532174,0.024947175704505695,-0.0030018550843992865
31,aqualoc,3,0.04398018478002234,,,0.005101529357017657,0.010426466221656458,-0.012243942443935623,-0.06902695603133012,-0.014097186421216415,0.00888953741721109
32,aqualoc,1,0.002311661081566126,,,-0.0066759978120829065,0.0022828669737647066,0.00044321092845920593,0.00364707005463179,0.0035882614283240834,-0.001550577751095717
33,aqualoc,1,0.004691404283302744,,,-0.0011824484111604445,-0.001449299559698471,0.0047600147169689295,0.0056637680856860195,-0.015870131227236992,-0.005257594005791343
34,aqualoc,1,0.0036887448706051456,,,0.03542923297782577,0.01876556761846528,-0.00543143623660227,0.04111772096382307,-0.0026553298615033054,0.01081591890479439
35,aqualoc,2,0.0043804903971375875,,,0.06540750068202003,-0.06690972103580096,-0.03454584167970062,0.07360335525371023,-0.014174188356000397,0.01607752952528071
36,aqualoc,1,0.004579785451264163,,,0.0038443927282479935,-0.0027366461474099338,0.006010556369521587,-0.001770706819136401,0.005913889186111633,0.003204257225915272
37,aqualoc,3,0.005407842333671276,,,0.0054150719137883154,-0.010359738873896237,-0.005207299630196595,0.03815325647735603,-0.005125021817984978,0.004271778945254577
38,aqualoc,1,0.004572246018987459,,,0.07610758481181233,0.01005235473276858,0.005004114166443458,0.03958980625115407,-0.006810015362962096,-0.005616717996128564
39,aqualoc,3,0.004733995757456284,,,-0.0021105334839204414,0.018460143065723644,0.0007211100959425086,-0.09318877981037049,-0.03144542719089237,-0.0004282530545050859
40,aqualoc,1,0.005901877495860313,,,0.03349080299742535,0.014596913187044966,-0.006297221618336162,-0.003624694730124373,0.005959206824415377,0.005036550557435326
41,aqualoc,1,0.004350020922721262,,,-0.015145564107234721,0.06095529487156336,0.0008786258530823779,-0.06448642019973479,0.007464887099503548,-0.00046792159613112476
42,aqualoc,2,0.008960598220220195,,,-0.1194361290856687,-0.04450080977508525,-0.0005567411029125175,0.019362336605358455,0.010571377686261412,0.004561105790862988
43,aqualoc,3,0.00961345800663799,,,0.004567666520882988,-0.0033370798529813476,0.0006003035760304847,0.022467987147000414,0.0006789589939509026,0.0044893741157511265
44,aqualoc,1,0.004533288536646791,,,-0.020352058275455696,0.00017904951063043672,-0.00698972674902625,-0.0047204373491648586,0.004523201497557169,0.001502517742792473
45,aqualoc,1,0.004827829137664113,,,0.02835865751833309,0.008631847540243038,-0.047416605176898476,0.011657768043543073,-0.018075875700379114,0.018277146241022835
46,aqualoc,3,0.004013754831256529,,,0.0276314995136627,-0.013134182288632685,0.005629050560154399,0.06171826185197679,0.01630255817054309,-0.00997959585789818
47,aqualoc,2,0.005052216055942626,,,-0.027162930861087394,-0.11918979865190275,-0.02652621063200563,0.07062673744597149,-0.009674596158372371,-0.003214107212146958
48,aqualoc,1,0.004788721133564892,,,0.13000022807193468,-0.04283623742075871,-0.024966325481289083,0.08605237629678426,0.021352533860819613,0.03943326736141076
49,aqualoc,2,0.005158421955081089,,,-0.006554921798460716,-0.03817860786170608,-0.05329145600283173,-0.01479456086798821,-0.008557795514565456,0.0038150516949228427
50,aqualoc,2,0.004374240944782369,,,-0.18935998534510473,0.03142789066528411,0.022256187841018387,-0.0016850010714732347,-0.010801852942756759,0.00010043461224938778
51,aqualoc,1,0.0026802298998147033,,,0.03176325833908495,0.024713832265111185,-0.005482415830928018,0.045195349444080865,-0.0031248593882944086,-0.004565997346322795
52,aqualoc,1,0.0029219623707951747,,,-0.00905028879413757,0.013460241959450456,0.002770031256389855,-0.001986377612573772,0.005818309315564403,0.0015978493662492604
53,aqualoc,1,0.0046472534137632845,,,0.10117870289288056,-0.005244733290296824,0.006443067336567699,0.05885932276079641,0.021865011314271057,-0.004560110855297456
54,aqualoc,1,0.004069845477804554,,,0.05640637582907677,0.04223490785909281,-0.01010881736582269,-0.052604354041380655,-0.016114272981052908,-0.011926782285426697
55,aqualoc,3,0.004480311465184725,,,0.000259954592657828,0.014332778849554155,0.00819585285241543,-0.07069133496124923,0.02478460595212748,0.00459122075022043
56,aqualoc,2,0.020452196176318188,,,-0.10612000265261322,-0.055999119470875026,-0.014493333323161503,0.010218274764922564,-0.008533745225886156,0.002347190081638467
57,aqualoc,1,0.004262500175904706,,,0.04952766079592143,0.02770163031970471,-0.014696784804174743,-0.020084856256250703,-0.01641243754736408,0.0027680481209227305
58,aqualoc,1,0.005265808437107591,,,-0.004173807987258277,0.004710622744701025,-0.01024259225275252,-0.005000303700053393,-0.00793717131335283,0.007906960861580022
59,aqualoc,1,0.0045630816111561995,,,0.0545723869762645,0.030535276632442165,-0.003930337533223496,-0.028556775182075125,0.02236791171159382,0.008113456497319656
60,aqualoc,1,0.006953884794601466,,,0.07134064351111553,0.008291236722586595,-0.001333973250816231,0.014561355502232894,-0.0084887732072305,-0.0013523641289704554
61,aqualoc,1,0.006493377698059471,,,0.04784223052179117,-0.006747425824535355,-0.01392119392220245,0.021313729388822953,-0.003990133180995535,-0.0009188267566909793
62,aqualoc,3,0.004565940106991196,,,-0.0017522691950612361,0.007154220584091141,-0.00011416887594388804,-0.044636513925627716,0.007044453861451326,-1.0074670492411486e-05
63,aqualoc,1,0.0048535800211696595,,,0.0407496986126846,0.0032884353907241524,-0.02780952249101,0.019328430726959018,0.0027907493050467864,0.0035729279801856697
64,aqualoc,2,0.004432861372732712,,,-0.08719913517949317,0.030380710812056178,-0.003296356141996022,-0.02989411652398023,0.01896688308969199,0.002393795535893812
65,aqualoc,2,0.004509548637416231,,,-0.09664066874295688,0.03264824541253134,0.023231562529000997,-0.007726272862260645,0.030382585097267645,0.004344240653138423
66,aqualoc,1,0.0046662248462300635,,,0.05768720712267118,0.015595186559142228,-0.01211778718282293,0.003017941263020987,-0.017023656816252876,0.015085202655673249
67,aqualoc,2,0.004095414466930091,,,-0.1064114847710775,0.0075226207209155675,0.04523508613410183,0.034542422325478446,0.026426351188279785,0.0025797751001789106
68,aqualoc,1,0.006506002212835721,,,0.050571414637343735,-0.0066193375873556505,-0.012759620496368678,0.02336569478277162,-0.001338815105146157,-0.0009315349643543214
69,aqualoc,2,0.004480311465184725,,,0.06428621115414207,-0.05366194366632563,-0.0657498849162836,-0.04473876734605122,0.0013693655746720263,-0.005004378517795003
70,aqualoc,2,0.003368671129538497,,,-0.06295751343039534,-0.010829385779675791,0.010807645477881255,0.015583633172875814,-0.0028552971095601666,-0.0014099454486295473
71,aqualoc,1,0.00452771316404076,,,-0.007909705221975736,0.059603156062308475,-0.003497549970313174,-0.05220152692302935,-0.01300375787387406,-0.0066748471250251285
72,aqualoc,1,0.0034942174141306846,,,-0.03474472091573091,0.03533414119186459,-0.004193870792382331,-0.07305482052574791,0.0035130139318092514,0.005827601866764253
73,aqualoc,2,0.004464101546612067,,,0.014798809313658507,0.127160834706627,-0.008745812268792301,-0.12838899298134354,0.005449888421356116,0.004773633604556086
74,aqualoc,2,0.007303939493597292,,,-0.12673840087644841,-0.05703403012742815,0.01978290449087954,0.013006468906944145,-0.0033307376899051845,0.0008398441026224665
75,aqualoc,3,0.0046391892627161285,,,0.036562015701838355,0.017445519774379296,-0.004128711105551309,-0.0075980692568367566,-0.003831439132842817,0.004090408665984652
76,aqualoc,2,0.006568115448865309,,,-0.07924206207532494,-0.08584071984734931,-0.004983141383912924,0.03251488320353477,0.01567044465713144,-0.0018859993962925142
77,aqualoc,1,0.004798662299703352,,,0.01905432755707664,0.0013503727967388707,-0.00024431338765747195,0.001485696799553859,0.006621795711495545,-0.009507829954981584
78,aqualoc,2,0.00466557077742354,,,-0.013434454796078498,-0.024299357197674037,-0.0684002512057814,-0.02976481050547752,-0.017006095864190315,0.005351778915248818
79,aqualoc,3,0.005180652903331786,,,0.0034117661761308435,0.033076591637867074,0.016730694274138938,-0.09211233532814221,0.012998553741998448,-0.008372844458069762
80,aqualoc,1,0.004064958045096816,,,0.03452210316608177,-0.0005731304749285254,-0.007941062703828545,0.020938154382864595,0.0028027202216126495,0.0009836032222173725
81,aqualoc,2,0.0036232214194394236,,,-0.09705065904434954,0.0893171396621036,-0.031035563435368528,-0.08337178577316183,-0.02114629486324074,-0.011937161214155756
82,aqualoc,3,0.0047292477114221744,,,-0.004668803925174466,0.012014365864340909,0.007876602978547906,0.013806523087997387,-0.00822008268115524,0.008530950795922053
83,aqualoc,1,0.0042876457069346945,,,0.020817771076918415,0.0066747671595147355,-0.00749759538587915,-0.05690570327629544,0.008338221519840584,-0.002259741505791138
84,aqualoc,2,0.0038282587564949433,,,0.5751147331914571,-0.23143628893046977,0.13681717979475227,0.5847253336753349,-0.02685191733227362,-0.01078023929014526
85,aqualoc,2,0.004262936906264782,,,-0.06595548195517624,-0.07626940753680732,-0.025341272920120582,0.1288896750156734,-0.03390982234115178,0.015709505576687897
86,aqualoc,1,0.00489251877617691,,,0.054000035469561954,-0.0014826103059026661,-0.007386453612836057,0.026047409419580888,-0.004266067463444359,-0.0009887064591595704
87,aqualoc,1,0.007220930709132052,,,0.041595206571620316,-0.005880374541113887,-0.010164606018756683,0.018282701945557926,0.005932495062951673,0.0008729782766871893
88,aqualoc,3,0.005961886795574157,,,0.023958178965824438,-0.0014890120836604703,-0.006312392239293113,0.01992105112987847,-0.010181197904473707,0.00968854629322173
89,aqualoc,3,0.004442039843139663,,,-0.009966154112769432,0.01339212698633031,0.008226544334808007,-0.013232308878933017,0.013660500248762437,0.019367225167341705
90,aqualoc,1,0.007755108186141307,,,0.047602007867160075,-0.03144854912691902,-0.010837961134456281,0.01653080224129189,-1.0345951097305202e-05,-0.012808621050284887
91,aqualoc,3,0.004549627094677476,,,0.014229460715963453,0.014016946665715789,-0.009967992251082294,0.005310949830970801,0.00887918050940279,0.004799792042270453
92,aqualoc,2,0.009734209024365078,,,-0.09942795417300655,-0.03499858469305377,0.007304318506293901,-0.002707569972142986,0.0002382855086907725,0.001088797757844431
93,aqualoc,1,0.004969674489186144,,,0.03562917465791559,0.0091279505203496,-0.034615524857628616,0.0023805421242824856,0.0008939254105300707,0.013080788245952144
94,aqualoc,3,0.03983958049626906,,,0.012139274736989577,0.015313072717772984,0.0012863271068212095,-0.06243809604524204,0.027190068110758206,0.004871868021499924
95,aqualoc,2,0.0044162152049556916,,,-0.21259480637523503,0.04148569660768042,0.031171592923180908,-0.01896853365420096,0.010961622401776503,0.007076507861925531
96,aqualoc,3,0.0027267284929103205,,,-0.004035253768405399,0.02056811626870545,-0.001567358445334419,-0.11463092405964771,0.004234107475907854,0.0030216811517901477
97,aqualoc,1,0.006839480425170793,,,0.025192282427739764,0.0025956936878914548,-0.00763534810366269,0.044699473626101285,-0.0030468974762528894,-0.00028330019061458494
98,aqualoc,1,0.005744627081904413,,,0.003186884336141946,0.001923310470576658,-0.002859669686466811,-0.0030636581876567776,0.011498827422561518,0.0037213466218762844
99,aqualoc,1,0.0028337877303429423,,,0.10807092228324111,0.00459839212507434,-0.000264503654618524,0.18772923759593996,-0.011483406640905131,-0.002745117613357511
100,aqualoc,1,0.004012276774536046,,,-0.03959731619692932,0.030115625718184318,0.005705596315898398,-0.033832492850181466,-0.017647745269015858,-0.0026750766818067744
101,aqualoc,3,0.0044028280508715475,,,-0.01007695601598894,0.0033410370545829383,0.005943683172072095,-0.01617628361806195,-0.002347557137287048,0.015027637819733241
102,aqualoc,2,0.002382906058747485,,,-0.11973366959659473,-0.07513911802931787,-0.0025128707418473344,-0.0038681642409347156,0.001392199902799406,0.001041889595192202
103,aqualoc,2,0.004670633093343527,,,-0.10324179205713001,0.004540745045430995,-0.0019740922622023906,-0.06595878947154231,0.0034072554836466953,0.003654394124605214
104,aqualoc,2,0.02586237914454159,,,-0.10479794597650455,-0.04613755417597526,-0.02114324449858783,0.005116180627515522,0.004310455085760864,-0.0005403002853954012
105,aqualoc,1,0.00565322488539065,,,0.03393689861405131,0.030837166746824886,-0.02267677503953887,-0.041290824021355116,-0.007373256790684165,-0.00528038131254368
106,aqualoc,3,0.004447482429166165,,,-0.007420363647676893,-0.010453445768851037,0.007372545313712331,0.017426443056319754,0.030445776426939717,0.008230870822406179
107,aqualoc,1,0.006825400204369595,,,0.028325044136586153,0.019093154225489455,-0.005128580564127808,0.030950763060426885,-0.0022533699704042347,0.0005889759247330522
108,aqualoc,1,0.004613256442886412,,,0.006054384566655647,0.009700618288117567,0.002515631374224117,-0.04019473265486288,0.0008707025525250922,-0.006773267256673539
109,aqualoc,3,0.0042468395504351875,,,0.0071669949441769765,-0.01651718219667665,0.0013483115883634578,0.02745574855553641,-0.005262181338450385,0.0011928181058061913
110,aqualoc,3,0.003914025647312748,,,0.0002465941949410072,0.013353763121929338,0.0032077222557373056,-0.06785843908384817,-0.003300381143165968,0.004117204306873737
111,aqualoc,2,0.00454393839834552,,,-0.11184535614959255,-0.0026078292441891085,-0.003743636824184857,0.0004968316884739473,0.006191821559510681,-0.004589768388357369
112,aqualoc,1,0.005092982889989381,,,0.003133695865515521,0.005170815599378623,0.002013965668578003,-0.011455530915472169,-0.007876756572801779,3.982800363463919e-05
113,aqualoc,3,0.004054084124589598,,,0.03307979597972401,0.04131166192218801,0.0011402338461470784,-0.128096231801216,0.016516491064753863,0.02772382714393322
114,aqualoc,2,0.004430106764774898,,,0.01049756109131414,0.11244708640691614,-0.0362372252325616,-0.14720500321852867,-0.025512639947348564,-0.011453514716382517
115,aqualoc,1,0.004809922468894829,,,0.018342144948290697,0.030110466651831435,-0.035277488535273974,-0.06603982571137812,0.0088666285003451,-0.005664702035131151
116,aqualoc,2,0.003676495741284528,,,-0.0732532224130802,-0.07935830716038651,0.02695031861107509,0.012865508890883426,0.009339063164043824,-0.0016318135586229643
117,aqualoc,1,0.004847120012425361,,,0.05459909911092928,-0.001847515224120284,-0.007181331402180467,0.02642294496908585,-0.0019084460255122126,0.0012607102418101671
118,aqualoc,2,0.002445924259870186,,,-0.11312855835830272,-0.07182767687378122,-0.003921645629607759,-0.006563637974107596,0.00040686743927189625,-0.0034764100835237167
119,aqualoc,3,0.018510140190154893,,,-0.0001849211840573581,0.0090203808323513,-0.016134641583069237,-0.07746389501047565,7.333794751114083e-05,0.0005397712036594066
120,aqualoc,1,0.0045108380822935345,,,0.037599014746260366,0.014718381165969968,-0.014170378516814242,0.0497691707089459,-0.002140266477996931,0.013352795363872698
121,aqualoc,3,0.011123937845500548,,,0.004586142913745831,-0.0032225392706405173,-0.00032587825863179804,0.022134484793405598,-0.009715811060475235,0.0028781948525217972
122,aqualoc,1,0.006801130969161488,,,0.028249848025961068,-0.01159364123691563,-0.008318512237883114,0.013876867993991644,-0.009500470613502496,0.004895189569710938
123,aqualoc,3,0.006345832361628059,,,0.013391944833226496,0.0028020073671413954,0.0005889863217160234,0.01175247807570103,0.012456103492345888,-0.0012716388374197907
124,aqualoc,3,0.006768961921576192,,,0.00923365165242294,0.012870311562681072,-0.01715469213194863,-0.05772301786770819,0.0034793007071139783,0.006610726422195303
125,aqualoc,3,0.004709223402284284,,,0.0058195140961714974,0.011629188003793643,-0.004241897942436143,0.013162682973743647,0.015160103922392369,-0.010754531819348538
126,aqualoc,2,0.015773715235990537,,,-0.05307950128976106,-0.04984921003095658,-0.02237034685014211,0.042456183050593184,0.002978949135362902,-0.0029155921009767333
127,aqualoc,3,0.0039002028519114647,,,0.04044384584206581,-0.0012763169467074282,-0.011053173942780582,0.05496716645667015,-0.021777887582292932,-0.004133031259242613
128,aqualoc,3,0.007676536829523033,,,-0.00505711461847519,-0.0004981252433279733,-0.006901633332086014,-0.024541207094081356,-0.004615353333817861,0.0041114332224725485
129,aqualoc,3,0.014163905484242274,,,0.004007733695346247,0.018546925563808193,-2.6005799271204698e-05,-0.09248387819398028,-0.013112195851612338,-0.0016919451919947981
130,aqualoc,2,0.015873592835656095,,,-0.10155647288968679,-0.03741241199549351,0.001921075608302905,0.009100212410070184,-0.009114251420678373,-0.0032353335341464237
131,aqualoc,1,0.006303963933299323,,,0.05587002207422626,0.013565266298740209,0.00040407151623851937,-0.010819797392015712,-0.005632060084740825,-0.003245039494062136
132,aqualoc,2,0.005814005086505239,,,-0.007829476436828542,-0.10526325452906286,0.07717507479302071,0.01695407317887394,0.014834426651343952,-0.0038932805295965253
133,aqualoc,1,0.004133631910759727,,,0.03702221626824214,0.016285629802376595,-0.0024582300505926794,0.002940387217004658,0.01041475029478139,0.015419091447163302
134,aqualoc,1,0.005805303772019387,,,0.016560183109197706,0.011363266435215331,0.043441420614167676,-0.01775501384631257,-0.016041410800305078,-0.0029388871571005325
135,aqualoc,2,0.0042222417475230875,,,-0.1487101486645356,0.036027415081881564,0.03011848581529726,-0.045110797722683525,0.003138251670977015,4.013765506943249e-06
136,aqualoc,1,0.003565439159451829,,,-0.0075120230181562895,-0.004960503118219963,-0.006395656708780862,0.028116545940323447,0.010442164223151395,-0.00022711220039403347
137,aqualoc,1,0.006176646119968828,,,-0.008624113261465175,0.024886847452314557,0.005195870268676957,-0.033229014025580705,0.02099810222469342,-9.615200304601022e-05
138,aqualoc,3,0.004320479561547291,,,0.033321110211940085,0.015896237966247374,-0.013369476872858818,-0.006671027183758561,-0.0018370677534135463,0.0036860963430155953
139,aqualoc,2,0.005804298664271947,,,-0.08859974697523644,-0.04124799295904082,0.02085823226999453,0.11366850699880114,-0.018737313176837928,0.007013027083611228
140,aqualoc,2,0.0037804667067913174,,,-0.04701838303540696,0.04995686916269444,-0.009543081565695614,-0.04923605345044496,0.022164103242335906,0.008608075799387556
141,aqualoc,3,0.0046543959003064106,,,0.004259269683523343,-0.006850861641629697,-0.007033434243437637,0.004037787389729223,0.010289263273739808,-0.008021443110041052
142,aqualoc,1,0.005816220493180945,,,0.019078321046366715,0.020333714658970596,0.004673876890306674,-0.01704200602613706,0.007425326190937492,-0.00039357375757121077
143,aqualoc,1,0.004188986403090533,,,-0.018454822661216456,0.005196506099221961,0.0035392533287388795,-0.02559355400372953,-0.016632820448060068,0.01739618985521722
144,aqualoc,2,0.004559884144756437,,,-0.005380428415893408,-0.06057324525526398,-9.761169991161086e-05,-0.006577145414394176,0.011089078127582551,0.0022978817442256463
145,aqualoc,1,0.004565946054559792,,,0.02044347116490288,0.009433019089874707,0.000554587615046031,-0.031920890483786664,-0.004777866118302105,-0.005943971252799044
146,aqualoc,1,0.004030293209929779,,,-0.03800007098068872,0.0014267437333587633,0.008372386356732793,0.00044679527934858175,0.007518662304814962,0.00038043791234216917
147,aqualoc,2,0.010944983959705846,,,-0.15187068305777157,-0.018774525485900584,0.006651904264489866,-0.009666601645199627,-0.0023982401190891867,-0.002961156005543165
148,aqualoc,1,0.005546831811616775,,,0.03826953971906208,0.0017618550743096846,-0.014921711693840102,0.03168697595965113,-0.014204534116806588,0.0008554959528816612
149,aqualoc,1,0.007835228059174058,,,-0.026945437710459246,-0.017991948697830183,0.009893835369537328,0.0435597556317711,-0.006908361295470566,-0.0042189710482856335
150,aqualoc,2,0.004700542316411318,,,0.07415157419184425,-0.05593713802476426,-0.009201353555192974,0.0772948216637332,-0.004032876165554493,0.011326273248101327
151,aqualoc,3,0.004350736331745601,,,0.028140050191590646,0.007972816688054295,4.2622281477417505e-05,-0.003429835295639022,0.010021025694950862,0.001032946061510987
152,aqualoc,3,0.006653291051446351,,,0.02027924550927603,-0.00253609689234122,-0.001537503428392742,0.007838349686097224,0.0062977504456970595,-0.0054508289151005895
153,aqualoc,1,0.0034953033477588095,,,-0.04098792138429555,0.03246104697147581,0.012323937357289637,-0.0532539943802893,0.01125638468561228,-0.0002471312804113984
154,aqualoc,3,0.005390750363258557,,,0.008991450210095365,-0.001109614349954228,-0.003159019303876012,0.006861718274276436,-0.0034262906214454396,-0.0012217048052081763
155,aqualoc,1,0.0034753965597592858,,,0.015042971100396027,0.015822091408058566,-0.003239892773836972,-0.06205777188034351,-0.004412866542392884,0.004395350346703153
156,aqualoc,1,0.006591826442565169,,,0.023267146378968102,0.00045457965453944097,0.002897236555341246,0.04554543579534035,0.0029856827236608547,0.0051624021457155585
157,aqualoc,1,0.002969412143278561,,,0.0006501938361327135,0.01154348848436349,-0.0005164210698941397,0.009795019180843927,-0.012725144964095561,-0.0012488039174776769
158,aqualoc,1,0.004399660609670556,,,0.05606333190371076,0.02186984769147302,0.010721193509906902,-0.011843657827876388,0.007422849840507297,0.0014858893018698093
159,aqualoc,1,0.006554414063427056,,,0.04028849384415043,0.0004036250248916747,0.023244281400255126,0.01146109132353716,0.0011093636093318898,0.005241528704578645
160,aqualoc,3,0.004645507504795934,,,0.03698986969958058,0.03202220697440549,0.0004927240434666514,-0.06362584184170639,-0.022003411212794893,-0.014766578499690654
161,aqualoc,3,0.004685024775359857,,,-0.00569725710176994,-0.013875885351083011,-0.0009133378707726681,0.021354342880701302,-0.014896875994249685,0.008296145078590982
162,aqualoc,3,0.0046472534137632845,,,0.012650507545956487,0.01375292670226481,-0.011921679601673285,0.005415725262033492,-0.0035274146125920066,0.0004113312355864234
163,aqualoc,1,0.004147068865432832,,,0.07011331746806074,0.0018268086788446782,0.07159441260558477,0.0024985508115251413,0.00559294910951513,-0.008610864911217726
164,aqualoc,2,0.006657706194660596,,,-0.11789151455315988,-0.06345548577383568,0.033014525253000346,0.021872459406438734,0.009285993075571087,0.006991623214386646
165,aqualoc,2,0.00472532260805306,,,-0.09278301280298769,-0.012248668244661849,-0.03326937711183023,0.007199322967439767,9.170297534902211e-05,0.0037232711199513785
166,aqualoc,1,0.005332505582938716,,,0.02439616168050997,0.0013899701645512471,0.00011116425213894096,0.037469598699190906,0.014099299214667118,0.0014882770365623177
167,aqualoc,1,0.00661602956259317,,,0.05014248037092994,-0.021153505664201655,0.001786277827221496,0.08331215798698648,-0.015851677845969726,-0.0051949316044949435
168,aqualoc,3,0.0055845600436267824,,,0.010055134500388445,-0.003871506453267197,-0.008918599651549662,-0.008237162265824733,-0.00633074491455179,-0.004060097413852831
169,aqualoc,3,0.0032742526126461084,,,0.037609785121676474,0.013540151012605282,-0.008489047387666274,0.000590622468366,0.007667570848589308,0.0005651477894154603
170,aqualoc,1,0.004403038120750767,,,0.06366981090026438,0.0010295187465640151,0.05732757379754073,0.011540604105465873,-0.00025612343549815303,-0.002096375417361406
171,aqualoc,1,0.0051180288896009426,,,0.04587794924205203,0.0016993174182256862,-0.004666471885959874,0.01145571767054619,0.0021644854878550062,-0.0012175857693135974
172,aqualoc,2,0.0038305118670596034,,,-0.14388946896823876,-0.029682168715278394,0.03855802965429076,0.04668485964209862,-0.0019558300705442744,0.009338053439385988
173,aqualoc,2,0.0044799756277097555,,,0.05506206502592765,-0.14738521177909825,-0.020443378927939945,0.07647544725128734,-0.008743513783109986,-0.0034493358442077636
174,aqualoc,1,0.004564299406255838,,,0.09042170326818842,-0.015476915947916153,-0.0012125211564850034,0.09266278622638276,0.0052199135058842985,0.0033134777780646583
